gene_symbol	gene_entrez_id	reference_name	cds_start_min	cds_end_max
ANKRD62	342850	18	12094017	12127938
ANKRD63	100131244	15	40281443	40282585
ANKRD65	441869	1	1419099	1421004
ANKRD66	100287718	6	46746921	46758920
ANKRD7	56311	7	118224830	118239960
ANKRD9	122416	14	102506935	102507888
ANKS1A	23294	6	34889402	35088608
ANKS1B	56899	12	98735559	99984236
ANKS3	124401	16	4697027	4730148
ANKS4B	257629	16	21233737	21250819
ANKS6	203286	9	98736518	98796490
ANKUB1	389161	3	149767152	149792365
ANKZF1	55139	2	219230257	219236444
ANLN	54443	7	36390026	36452599
ANO1	55107	11	70078606	70188003
ANO10	55129	3	43366905	43605851
ANO2	57101	12	5563298	5946159
ANO3	63982	11	26332275	26660443
ANO4	121601	12	100901785	101127069
ANO5	203859	11	22193492	22279764
ANO6	196527	12	45216321	45439937
ANO7	50636	2	241188611	241224152
ANO8	57719	19	17323516	17334669
ANO9	338440	11	418370	441925
ANOS1	3730	X	8532994	8732035
ANP32A	8125	15	68780080	68820750
ANP32B	10541	9	97983555	98015430
ANP32D	23519	12	48472664	48473059
ANP32E	81611	1	150220690	150235785
ANPEP	290	15	89785348	89806582
ANTXR1	84168	2	69013499	69245484
ANTXR2	118429	4	79907428	80072559
ANTXRL	195977	10	46287262	46330083
ANXA1	301	9	73158535	73170106
ANXA10	11199	4	168092700	168187433
ANXA11	311	10	80155852	80172860
ANXA13	312	8	123681239	123737333
ANXA2	302	15	60347629	60397912
ANXA2R	389289	5	43039464	43040045
ANXA3	306	4	78554473	78610114
ANXA4	307	2	69781565	69825514
ANXA5	308	4	121668467	121696588
ANXA6	309	5	151101447	151147900
ANXA7	310	10	73376094	73400855
ANXA8	653145	10	47468846	47483932
ANXA8L1	728113	10	46375851	46390929
ANXA9	8416	1	150983105	150995321
AOAH	313	7	36513031	36724147
AOC1	26	7	150856470	150861208
AOC2	314	17	42844626	42850347
AOC3	8639	17	42851343	42856549
AOX1	316	2	200586108	200670678
AP1AR	55435	4	112232091	112268408
AP1B1	162	22	29328820	29367242
AP1G1	164	16	71733057	71789478
AP1G2	8906	14	23559748	23567313
AP1M1	8907	19	16198026	16234434
AP1M2	10053	19	10573065	10587230
AP1S1	1174	7	101154514	101160565
AP1S2	8905	X	15827324	15852523
AP1S3	130340	2	223758714	223837449
AP2A1	160	19	49767133	49806757
AP2A2	161	11	926021	1010624
AP2B1	163	17	35594030	35723698
AP2M1	1173	3	184176993	184183615
AP2S1	1175	19	46838446	46850765
AP3B1	8546	5	78002901	78294578
AP3B2	8120	15	82659559	82709705
AP3D1	8943	19	2102172	2151333
AP3M1	26985	10	74123809	74138378
AP3M2	10947	8	42154687	42169060
AP3S1	1176	5	115842037	115913489
AP3S2	10239	15	89835514	89893948
AP4B1	10717	1	113895064	113904716
AP4E1	23431	15	50908778	51002661
AP4M1	9179	7	100101714	100106881
AP4S1	11154	14	31066196	31093034
AP5B1	91056	11	65777855	65780590
AP5M1	55745	14	57269314	57288883
AP5S1	55317	20	3822117	3824296
AP5Z1	9907	7	4775715	4791384
APAF1	317	12	98648359	98732565
APBA1	320	9	69431326	69517209
APBA2	321	15	29053884	29117132
APBA3	9546	19	3751025	3760263
APBB1	322	11	6395533	6411346
APBB1IP	54518	10	26492326	26567487
APBB2	323	4	40816091	41033253
APBB3	10307	5	140558584	140564244
APC	324	5	112754890	112844125
APC2	10297	19	1453001	1470212
APCDD1	147495	18	10454981	10488037
APCDD1L	164284	20	58460789	58514706
APCS	325	1	159587921	159588707
APEH	327	3	49674401	49683341
APELA	100506013	4	164877331	164879007
APEX1	328	14	20455645	20457507
APEX2	27301	X	55000422	55007434
APH1A	51107	1	150266129	150268809
APH1B	83464	15	63277623	63305780
API5	8539	11	43312127	43342509
APIP	51074	11	34882716	34916283
APLF	200558	2	68467731	68578021
APLN	8862	X	129648625	129654629
APLNR	187	11	57235861	57237003
APLP1	333	19	35868636	35879440
APLP2	334	11	130069977	130143447
APMAP	57136	20	24963812	24992687
APOA1	335	11	116835807	116837386
APOA2	336	1	161222404	161223400
APOA4	337	11	116820866	116823190
APOA5	116519	11	116790127	116791859
APOB	338	2	21001729	21043944
APOBEC1	339	12	7649546	7665871
APOBEC2	10930	6	41053347	41061870
APOBEC3A	200315	22	38957691	38962508
APOBEC3B	9582	22	38982453	38992444
APOBEC3C	27350	22	39014362	39018386
APOBEC3D	140564	22	39021519	39032315
APOBEC3F	200316	22	39040960	39052694
APOBEC3G	60489	22	39077361	39087420
APOBEC3H	164668	22	39100278	39103696
APOBEC4	403314	1	183647677	183648780
APOBR	55911	16	28494681	28498504
APOC1	341	19	44914891	44919229
APOC2	344	19	44948478	44949248
APOC3	345	11	116830582	116832883
APOC4	346	19	44942277	44945304
APOD	347	3	195568899	195579460
APOE	348	19	44906624	44909249
APOF	319	12	56361224	56362744
APOH	350	17	66212132	66229378
APOL1	8542	22	36253962	36266032
APOL2	23780	22	36227403	36233161
APOL3	80833	22	36141199	36160890
APOL4	80832	22	36191074	36202035
APOL5	80831	22	35717871	35728897
APOL6	80830	22	35656425	35659595
APOLD1	81575	12	12726000	12787651
APOM	55937	6	31655966	31658088
APOO	79135	X	23840341	23907701
APOOL	139322	X	85003912	85087677
APOPT1	84334	14	103562962	103590285
APP	351	21	25881669	26170619
APPBP2	10513	17	60447580	60525930
APPL1	26060	3	57227883	57269686
APPL2	55198	12	105174313	105236011
APRT	353	16	88809697	88811898
APTX	54840	9	32973497	33001603
AQP1	358	7	30911909	30923628
AQP10	89872	1	154321155	154324479
AQP11	282679	11	77589992	77609376
AQP12B	653437	2	240676544	240682836
AQP2	359	12	49950830	49955607
AQP3	360	9	33441989	33447529
AQP4	361	18	26856210	26865688
AQP5	362	12	49962017	49965176
AQP6	363	12	49973173	49975670
AQP7	364	9	33385004	33401261
AQP8	343	16	25217045	25228491
AQP9	366	15	58138565	58184134
AQR	9716	15	34856791	34969612
AR	367	X	67545146	67723840
ARAF	369	X	47562967	47571456
ARAP1	116985	11	72685663	72727127
ARAP2	116984	4	36067906	36229485
ARAP3	64411	5	141653949	141680485
ARC	23237	8	142613080	142614270
ARCN1	372	11	118572547	118600713
AREG	374	4	74445345	74452636
AREL1	9870	14	74663719	74685614
ARF1	375	1	228097114	228098012
ARF3	377	12	48938946	48941094
ARF4	378	3	57572211	57597139
ARF5	381	7	127588498	127591298
ARF6	382	14	49893736	49894263
ARFGAP1	55738	20	63275580	63287872
ARFGAP2	84364	11	47165481	47176852
ARFGAP3	26286	22	42797587	42857181
ARFGEF1	10565	8	67198933	67343286
ARFGEF2	10564	20	48921889	49033198
ARFGEF3	57221	6	138162086	138336485
ARFIP1	27236	4	152829633	152910218
ARFIP2	23647	11	6477112	6480420
ARFRP1	10139	20	63700442	63707090
ARG1	383	6	131573282	131583907
ARG2	384	14	67619977	67650919
ARGFX	503582	3	121570713	121586599
ARGLU1	55082	13	106543995	106567918
ARHGAP1	392	11	46679036	46696106
ARHGAP10	79658	4	147732301	148072080
ARHGAP11A	9824	15	32616211	32637844
ARHGAP11B	89839	15	30626820	30635629
ARHGAP12	94134	10	31807657	31908854
ARHGAP15	55843	2	143155490	143768171
ARHGAP17	55114	16	24920129	25015260
ARHGAP18	93663	6	129578512	129710135
ARHGAP19	84986	10	97226121	97292626
ARHGAP20	57569	11	110579369	110712230
ARHGAP21	57584	10	24584411	24721898
ARHGAP22	58504	10	48446390	48652284
ARHGAP23	57636	17	38428485	38510971
ARHGAP24	83478	4	85570541	86000721
ARHGAP25	9938	2	68735199	68826193
ARHGAP26	23092	5	142770761	143222445
ARHGAP27	201176	17	45395455	45430278
ARHGAP28	79822	18	6837348	6912153
ARHGAP29	9411	1	94173868	94231610
ARHGAP30	257106	1	161047714	161069623
ARHGAP31	57514	3	119294904	119416263
ARHGAP32	9743	11	128968906	129192197
ARHGAP33	115703	19	35775658	35788428
ARHGAP35	2909	19	46918675	47000687
ARHGAP36	158763	X	131058386	131088784
ARHGAP39	80728	8	144530421	144605613
ARHGAP4	393	X	153907728	153926201
ARHGAP44	9912	17	12789838	12990170
ARHGAP45	23526	19	1066025	1086005
ARHGAP5	394	14	32090669	32154947
ARHGAP6	395	X	11138862	11664827
ARHGAP8	23779	22	44786527	44862594
ARHGAP9	64333	12	57472516	57488620
ARHGDIA	396	17	81868378	81869929
ARHGDIB	397	12	14942521	14950711
ARHGDIG	398	16	280680	282813
ARHGEF1	9138	19	41884467	41906785
ARHGEF10	9639	8	1826110	1957262
ARHGEF10L	55160	1	17580595	17697379
ARHGEF11	9826	1	156935999	157044329
ARHGEF12	23365	11	120337243	120485076
ARHGEF15	22899	17	8312039	8320992
ARHGEF16	27237	1	3463084	3480586
ARHGEF17	9828	11	73308638	73367779
ARHGEF18	23370	19	7439940	7470297
ARHGEF19	128272	1	16198586	16209053
ARHGEF2	9181	1	155947941	155978426
ARHGEF25	115557	12	57610216	57616893
ARHGEF26	26084	3	154121992	154255472
ARHGEF28	64283	5	73684851	73941012
ARHGEF3	50650	3	56729269	57035148
ARHGEF33	100271715	2	38919447	38973842
ARHGEF35	445328	7	144186928	144188382
ARHGEF37	389337	5	149597769	149632190
ARHGEF38	54848	4	105552765	105677936
ARHGEF39	84904	9	35661986	35665168
ARHGEF4	50649	2	130930957	131046188
ARHGEF40	55701	14	21070396	21088870
ARHGEF5	7984	7	144362669	144380055
ARHGEF6	9459	X	136668028	136780881
ARHGEF7	8874	13	111115526	111303112
ARHGEF9	23229	X	63638027	63785144
ARID1A	8289	1	26696403	26780755
ARID1B	57492	6	156777929	157207890
ARID2	196528	12	45729836	45905077
ARID3A	1820	19	929528	972064
ARID3B	10620	15	74543936	74595773
ARID3C	138715	9	34621457	34628013
ARID4A	5926	14	58299854	58371988
ARID4B	51742	1	235168524	235326918
ARID5A	10865	2	96536826	96552312
ARID5B	84159	10	61901709	62093029
ARIH1	25820	15	72474639	72583291
ARIH2	10425	3	48927558	48983269
ARIH2OS	646450	3	48918276	48919148
ARL1	400	12	101395639	101407644
ARL10	285598	5	176365563	176371894
ARL11	115761	13	49630447	49631037
ARL13A	392509	X	100973689	100990587
ARL13B	200894	3	93980423	94053262
ARL14	80117	3	160677346	160677924
ARL14EP	120534	11	30330948	30336794
ARL14EPL	644100	5	116051465	116058946
ARL15	54622	5	53886560	54310478
ARL16	339231	17	81681707	81683824
ARL17A	51326	17	46517114	46576321
ARL17B	100506084	17	46299546	46358396
ARL2	402	11	65014207	65021854
ARL2BP	23568	16	57245367	57252266
ARL3	403	10	102676893	102714274
ARL4A	10124	7	12688254	12688856
ARL4C	10123	2	234495805	234496585
ARL4D	379	17	43399732	43400337
ARL5A	26225	2	151803275	151828175
ARL5B	221079	10	18659637	18675215
ARL5C	390790	17	39156893	39165759
ARL6	84100	3	97768107	97798048
ARL6IP1	23204	16	18793251	18801465
ARL6IP4	51329	12	122980204	122982675
ARL6IP5	10550	3	69085047	69104635
ARL6IP6	151188	2	152718624	152759839
ARL8A	127829	1	202134466	202144571
ARL8B	55207	3	5122465	5178712
ARL9	132946	4	56505862	56523875
ARMC1	55156	8	65604393	65627397
ARMC10	83787	7	103075272	103098552
ARMC12	221481	6	35737108	35748869
ARMC2	84071	6	108854267	108973513
ARMC3	219681	10	22931996	23037478
ARMC4	55130	10	27812511	27995141
ARMC5	79798	16	31458396	31466888
ARMC6	93436	19	19034209	19057627
ARMC7	79637	17	75110288	75129037
ARMC8	25852	3	138187554	138295891
ARMC9	80210	2	231206238	231371534
ARMCX1	51309	X	101552930	101554291
ARMCX2	9823	X	101655689	101657587
ARMCX3	51566	X	101624979	101626118
ARMCX4	100131755	X	101488589	101495461
ARMCX5	64860	X	102602141	102603817
ARMCX6	54470	X	101615717	101616619
ARMH1	339541	1	44689697	44725402
ARMH2	101928603	6	24797409	24798856
ARMH3	79591	10	101847527	102040113
ARMH4	145407	14	58004735	58139357
ARMS2	387715	10	122454727	122456932
ARMT1	79624	6	151452545	151469109
ARNT	405	1	150812020	150876566
ARNT2	9915	15	80404515	80593697
ARNTL	406	11	13354308	13386755
ARNTL2	56938	12	27333072	27420531
ARPC1A	10552	7	99333353	99365928
ARPC1B	10095	7	99385714	99394488
ARPC2	10109	2	218217470	218253914
ARPC3	10094	12	110435154	110450259
ARPC4	10093	3	9793121	9806214
ARPC4-TTLL3	100526693	3	9793121	9834820
ARPC5	10092	1	183627531	183635658
ARPC5L	81873	9	124869290	124876939
ARPIN	348110	15	89901794	89912834
ARPP19	10776	15	52551933	52568891
ARPP21	10777	3	35681751	35793957
ARR3	407	X	70269385	70281765
ARRB1	408	11	75266162	75351606
ARRB2	409	17	4710721	4721038
ARRDC1	92714	9	137605717	137615137
ARRDC2	27106	19	18001314	18012965
ARRDC3	57561	5	91371399	91383091
ARRDC4	91947	15	97960861	97971186
ARRDC5	645432	19	4891045	4902866
ARSA	410	22	50625144	50627778
ARSB	411	5	78780396	78985247
ARSD	414	X	2907270	2929274
ARSE	415	X	2934831	2968154
ARSF	416	X	3068100	3112555
ARSG	22901	17	68307493	68420462
ARSH	347527	X	3006612	3033384
ARSI	340075	5	150297213	150302372
ARSJ	79642	4	113902273	113978833
ARSK	153642	5	95555278	95603525
ART1	417	11	3659213	3664188
ART3	419	4	76075889	76112518
ART4	420	12	14829370	14843112
ART5	116969	11	3638737	3641861
ARTN	9048	1	43935656	43936764
ARV1	64801	1	230979105	230997262
ARVCF	421	22	19971227	19990793
ARX	170302	X	25004669	25015736
AS3MT	57412	10	102869592	102900699
ASAH1	427	8	18057533	18084800
ASAH2	56624	10	50187314	50248609
ASAH2B	653308	10	50742924	50754739
ASAP1	50807	8	130054730	130401942
ASAP2	8853	2	9207104	9403326
ASAP3	55616	1	23429855	23484132
ASB1	51665	2	238427070	238446510
ASB10	136371	7	151176111	151187721
ASB11	140456	X	15283504	15315604
ASB12	142689	X	64224334	64225649
ASB13	79754	10	5640702	5666550
ASB14	142686	3	57276549	57292032
ASB15	142685	7	123614502	123636980
ASB16	92591	17	44170789	44178389
ASB17	127247	1	75918951	75932290
ASB18	401036	2	236194871	236264344
ASB2	51676	14	93934655	93964538
ASB3	51130	2	53670502	53765571
ASB4	51666	7	95485971	95537758
ASB5	140458	4	176215599	176269107
ASB6	140459	9	129637789	129641998
ASB7	140460	15	100612216	100648461
ASB8	140461	12	48149365	48153495
ASB9	140462	X	15244505	15269873
ASCC1	51008	10	72097333	72213297
ASCC2	84164	22	29789012	29832324
ASCC3	10973	6	100509385	100867996
ASCL1	429	12	102958244	102958954
ASCL2	430	11	2269750	2270331
ASCL3	56676	11	8937615	8938160
ASCL4	121549	12	107775215	107775736
ASCL5	647219	1	201114751	201115371
ASDURF	110599588	2	189661520	189666110
ASF1A	25842	6	118894413	118907613
ASF1B	55723	19	14120458	14136455
ASGR1	432	17	7173658	7178562
ASGR2	433	17	7101574	7114239
ASH1L	55870	1	155337659	155521518
ASH2L	9070	8	38105550	38139070
ASIC1	41	12	50058766	50081648
ASIC2	40	17	33013964	34156531
ASIC3	9311	7	151048885	151052746
ASIC4	55515	2	219514343	219538045
ASIC5	51802	4	155829855	155866225
ASIP	434	20	34260374	34269166
ASL	435	7	66076081	66092911
ASMT	438	X	1615199	1643013
ASMTL	8623	X	1403268	1452839
ASNA1	439	19	12737505	12748103
ASNS	440	7	97852258	97869155
ASNSD1	54529	2	189666132	189670725
ASPA	443	17	3476159	3499087
ASPDH	554235	19	50511729	50514508
ASPG	374569	14	104085770	104112543
ASPH	444	8	61503358	61714370
ASPHD1	253982	16	29900971	29905896
ASPHD2	57168	22	26433615	26443205
ASPM	259266	1	197084323	197146436
ASPRV1	151516	2	69960656	69961687
ASPSCR1	79058	17	81977646	82017321
ASRGL1	80150	11	62337977	62392283
ASS1	445	9	130452228	130501020
ASTE1	28990	3	131014056	131025305
ASTL	431705	2	96123849	96138435
ASTN1	460	1	176857610	177164675
ASTN2	23245	9	116425589	117414937
ASXL1	171023	20	32358775	32437337
ASXL3	80816	18	33578631	33746594
ASZ1	136991	7	117363595	117427459
ATAD1	84896	10	87754686	87814598
ATAD2	29028	8	123321133	123396356
ATAD2B	54454	2	23752045	23926769
ATAD3A	55210	1	1512268	1534071
ATAD3B	83858	1	1471884	1495816
ATAD3C	219293	1	1450683	1468529
ATAD5	79915	17	30832347	30894912
ATAT1	79969	6	30626885	30646642
ATCAY	85300	19	3885767	3924591
ATE1	11101	10	121743679	121928430
ATF1	466	12	50780145	50819778
ATF2	1386	2	175074608	175136442
ATF3	467	1	212615021	212619554
ATF4	468	22	39521445	39522601
ATF5	22809	19	49930850	49933091
ATF6	22926	1	161766360	161958653
ATF6B	1388	6	32115738	32128206
ATF7	11016	12	53517136	53600999
ATF7IP	55729	12	14385383	14498072
ATF7IP2	80063	16	10430620	10482248
ATG10	83734	5	81987570	82253424
ATG101	60673	12	52073650	52077189
ATG12	9140	5	115831803	115841551
ATG13	9776	11	46644291	46672331
ATG14	22863	14	55369618	55411821
ATG16L1	55054	2	233251827	233294349
ATG16L2	89849	11	72814445	72829389
ATG2A	23130	11	64894972	64917134
ATG2B	55102	14	96285754	96362975
ATG3	64422	3	112532698	112561527
ATG4A	115201	X	108091826	108153711
ATG4B	23192	2	241637714	241672263
ATG4C	84938	1	62803786	62864158
ATG4D	84971	19	10544090	10553066
ATG5	9474	6	106186539	106316207
ATG7	10533	3	11298695	11554842
ATG9A	79065	2	219220446	219228023
ATG9B	285973	7	151015895	151024422
ATIC	471	2	215312142	215349654
ATL1	51062	14	50560265	50632338
ATL2	64225	2	38295993	38377259
ATL3	25923	11	63629318	63671334
ATM	472	11	108227624	108365507
ATMIN	23300	16	81035870	81044969
ATN1	1822	12	6934001	6941779
ATOH1	474	4	93828926	93829990
ATOH7	220202	10	68231218	68231676
ATOH8	84913	2	85754189	85786889
ATOX1	475	5	151746324	151758550
ATP10A	57194	15	25679340	25863095
ATP10B	23120	5	160565452	160688073
ATP10D	57205	4	47512540	47591380
ATP11A	23250	13	112690416	112878293
ATP11B	23200	3	182793759	182918103
ATP11C	286410	X	139728899	139832188
ATP12A	479	13	24680743	24711521
ATP13A1	57130	19	19645421	19663665
ATP13A2	23400	1	16985984	17011737
ATP13A3	79572	3	194405918	194462189
ATP13A4	84239	3	193402651	193554798
ATP13A5	344905	3	193275041	193378724
ATP1A1	476	1	116373511	116404443
ATP1A2	477	1	160115861	160141321
ATP1A3	478	19	41966936	41994075
ATP1A4	480	1	160152040	160186698
ATP1B1	481	1	169106829	169131554
ATP1B2	482	17	7651518	7655894
ATP1B3	483	3	141876801	141925700
ATP1B4	23439	X	120362168	120379633
ATP23	91419	12	57941701	57956889
ATP2A1	487	16	28878671	28904204
ATP2A2	488	12	110281789	110350304
ATP2A3	489	17	3925377	3964290
ATP2B1	490	12	89590983	89655885
ATP2B2	491	3	10328813	10449542
ATP2B3	492	X	153536247	153580297
ATP2B4	493	1	203683205	203739853
ATP2C1	27032	3	130850820	131016246
ATP2C2	9914	16	84368615	84463731
ATP4A	495	19	35550614	35563628
ATP4B	496	13	113649373	113658143
ATP5F1A	498	18	46084281	46098230
ATP5F1B	506	12	56638322	56645962
ATP5F1C	509	10	7788207	7807661
ATP5F1D	513	19	1241850	1244436
ATP5F1E	514	20	59030305	59032250
ATP5IF1	93974	1	28236183	28237977
ATP5MC1	516	17	48893417	48895768
ATP5MC2	517	12	53665313	53676191
ATP5MC3	518	2	175178287	175181392
ATP5MD	84833	10	103392193	103392456
ATP5ME	521	4	672499	674246
ATP5MF	9551	7	99458326	99466140
ATP5MF-PTCD1	100526740	7	99419966	99466140
ATP5MG	10632	11	118401665	118409097
ATP5MGL	267020	22	42639971	42640273
ATP5MPL	9556	14	103912665	103920989
ATP5PB	515	1	111449541	111460993
ATP5PD	10476	17	75038931	75042649
ATP5PF	522	21	25724639	25734954
ATP5PO	539	21	33903525	33915762
ATP5S	27109	14	50313020	50325722
ATP6AP1	537	X	154428692	154435890
ATP6AP1L	92270	5	82305401	82318299
ATP6AP2	10159	X	40581065	40605754
ATP6V0A1	535	17	42460894	42521119
ATP6V0A2	23545	12	123712565	123758031
ATP6V0A4	50617	7	138706623	138771246
ATP6V0B	533	1	43975040	43978006
ATP6V0C	527	16	2514103	2519744
ATP6V0D1	9114	16	67438527	67481085
ATP6V0D2	245972	8	86098978	86152976
ATP6V0E1	8992	5	172983860	173020330
ATP6V0E2	155066	7	149873918	149879676
ATP6V1A	523	3	113778753	113809426
ATP6V1B1	525	2	70935954	70965120
ATP6V1B2	526	8	20197406	20220401
ATP6V1C1	528	8	103040836	103068746
ATP6V1C2	245973	2	10722849	10783262
ATP6V1D	51382	14	67338620	67359697
ATP6V1E1	529	22	17592673	17628634
ATP6V1E2	90423	2	46512030	46512710
ATP6V1F	9296	7	128862904	128865577
ATP6V1FNB	100130705	7	128866409	128868774
ATP6V1G1	9550	9	114587838	114597742
ATP6V1G2	534	6	31545407	31546558
ATP6V1G3	127124	1	198523390	198540649
ATP6V1H	51606	8	53715963	53841689
ATP7A	538	X	77971641	78046569
ATP7B	540	13	51934755	52011336
ATP8A1	10396	4	42412915	42656872
ATP8A2	51761	13	25372212	26019984
ATP8B1	5205	18	57648487	57731806
ATP8B2	57198	1	154327799	154349117
ATP8B3	148229	19	1783027	1811735
ATP8B4	79895	15	49860193	50106965
ATP9A	10079	20	51601210	51768368
ATP9B	374868	18	79069410	79377382
ATPAF1	64756	1	46635775	46668390
ATPAF2	91647	17	18018548	18039012
ATR	545	3	142449428	142578703
ATRAID	51374	2	27212203	27216947
ATRIP	84126	3	48446845	48465553
ATRN	8455	20	3471107	3646846
ATRNL1	26033	10	115093750	115944778
ATRX	546	X	77508350	77786000
ATXN1	6310	6	16306328	16328309
ATXN10	25814	22	45672063	45843670
ATXN1L	342371	16	71849740	71851809
ATXN2	6311	12	111452811	111599513
ATXN2L	11273	16	28823259	28836799
ATXN3	4287	14	92064319	92106551
ATXN3L	92552	X	13318866	13319933
ATXN7	6314	3	63912598	63999558
ATXN7L1	222255	7	105607851	105876557
ATXN7L2	127002	1	109483953	109492599
ATXN7L3	56970	17	44194262	44198069
ATXN7L3B	552889	12	74538112	74538405
AUH	549	9	91214347	91361888
AUNIP	79000	1	25832087	25859356
AUP1	550	2	74526799	74529628
AURKA	6790	20	56370157	56388196
AURKAIP1	54998	1	1373800	1374755
AURKB	9212	17	8204870	8210223
AURKC	6795	19	57231113	57235416
AUTS2	26053	7	69599653	70790995
AVEN	57099	15	33866612	34039045
AVIL	10677	12	57797881	57816039
AVL9	23080	7	32495709	32583906
AVP	551	20	3082629	3084673
AVPI1	60370	10	97677868	97679904
AVPR1A	552	12	63147358	63150835
AVPR1B	553	1	206110188	206116889
AVPR2	554	X	153905145	153906727
AWAT1	158833	X	70234695	70240289
AWAT2	158835	X	70041807	70049931
AXDND1	126859	1	179366509	179554518
AXIN1	8312	16	288121	347024
AXIN2	8313	17	65529975	65558619
AXL	558	19	41219392	41259903
AZGP1	563	7	99967002	99976019
AZI2	64343	3	28324041	28340616
AZIN1	51582	8	102828566	102843651
AZIN2	113451	1	33082249	33120181
AZU1	566	19	827846	831876
B2M	567	15	44711546	44716341
B3GALNT1	8706	3	161085758	161086753
B3GALNT2	148789	1	235450205	235504251
B3GALT1	8708	2	167869039	167870019
B3GALT2	8707	1	193180293	193181561
B3GALT4	8705	6	33277419	33278555
B3GALT5	10317	21	39657881	39661491
B3GALT6	126792	1	1232278	1233267
B3GAT1	27087	11	134381937	134387658
B3GAT2	135152	6	70861662	70956428
B3GAT3	26229	11	62615700	62621946
B3GLCT	145173	13	31200084	31329667
B3GNT2	10678	2	62222220	62223413
B3GNT3	10331	19	17807807	17812121
B3GNT4	79369	12	122204618	122207387
B3GNT5	84002	3	183269798	183270934
